2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
-4377.5566,-4344.7,-4353.89,-4367.898,-4363.2783,-4372.6055,-4358.434,-4349.4575,-4349.358,-4358.5576,-4363.0967,-4367.618,-4353.9746,-4335.1562,-4330.932,-4363.009,-4344.6826,-4358.3525,-4404.3286,-4344.181,-4101.4194
-4391.3096,-4381.621,-4386.175,-4381.67,-4386.291,-4386.384,-4386.114,-4386.408,-4377.021,-4381.609,-4386.1294,-4386.025,-4372.3677,-4362.851,-4363.21,-4386.06,-4372.365,-4381.4062,-4418.1284,-4376.471,-4166.2
-4400.41,-4376.8438,-4386.0444,-4409.3184,-4381.4727,-4400.152,-4385.989,-4400.1826,-4395.4067,-4372.226,-4390.6196,-4409.0215,-4367.597,-4381.268,-4386.197,-4395.1714,-4372.217,-4395.1733,-4450.4795,-4385.5913,-4129.003
-4344.653,-4358.1655,-4348.8535,-4372.1465,-4348.825,-4367.5767,-4353.4453,-4339.7993,-4367.4814,-4353.558,-4348.793,-4353.2715,-4339.6514,-4302.3813,-4325.8237,-4348.6724,-4353.536,-4362.6074,-4408.6416,-4357.6455,-4147.44
-4390.8784,-4358.064,-4353.404,-4372.0645,-4362.6416,-4358.243,-4358.0063,-4362.8604,-4362.743,-4367.382,-4371.869,-4367.0693,-4344.159,-4344.0034,-4348.8706,-4353.1797,-4381.2344,-4371.8286,-4454.8926,-4371.4375,-4105.6387
-4413.936,-4395.0107,-4385.7695,-4413.689,-4385.717,-4390.6084,-4371.8325,-4395.1973,-4399.7075,-4371.915,-4376.427,-4380.851,-4362.57,-4376.3267,-4367.2993,-4357.7295,-4385.7925,-4381.0557,-4464.0986,-4403.8013,-4068.4536
-4436.981,-4418.1147,-4404.212,-4413.574,-4394.8906,-4404.402,-4413.456,-4399.72,-4381.0576,-4390.3076,-4394.8535,-4399.2603,-4394.8955,-4376.191,-4385.7197,-4380.7754,-4394.9404,-4413.3936,-4468.628,-4431.503,-4216.6934
-4464.6694,-4459.701,-4450.428,-4441.2456,-4431.863,-4445.9497,-4431.8843,-4436.638,-4455.083,-4441.1465,-4441.0957,-4445.4463,-4417.9214,-4440.9287,-4413.375,-4436.2544,-4422.598,-4441.0684,-4454.594,-4436.0127,-4258.3213
-4422.8564,-4413.2515,-4422.4917,-4413.3394,-4413.2065,-4394.8496,-4403.9688,-4408.6943,-4413.2515,-4413.206,-4408.566,-4412.8896,-4389.983,-4385.188,-4394.6997,-4412.952,-4390.011,-4413.1323,-4403.464,-4403.461,-4244.2974
-4408.8296,-4417.783,-4408.4316,-4394.678,-4417.7314,-4417.909,-4403.8525,-4417.8335,-4394.5874,-4417.6787,-4394.5527,-4412.7544,-4375.964,-4403.625,-4403.8555,-4398.944,-4431.5796,-4403.748,-4449.6675,-4398.7065,-4267.3545
-4390.1562,-4399.115,-4398.991,-4385.286,-4399.075,-4408.5054,-4394.4326,-4385.2666,-4362.0044,-4389.6787,-4380.497,-4394.1167,-4389.7275,-4380.307,-4399.0864,-4389.5254,-4408.253,-4408.2085,-4398.5503,-4398.592,-4206.9478
-4357.638,-4352.6826,-4329.3525,-4366.6426,-4352.6504,-4352.799,-4352.6094,-4361.99,-4357.269,-4357.0933,-4347.955,-4347.7036,-4338.66,-4352.412,-4338.7573,-4370.874,-4352.526,-4357.096,-4370.6147,-4342.883,-4155.8213
-4278.76,-4259.896,-4255.0825,-4287.758,-4255.262,-4269.2783,-4269.106,-4283.118,-4287.69,-4287.4585,-4273.748,-4287.4004,-4241.2725,-4264.289,-4241.3564,-4282.7524,-4273.656,-4268.9497,-4301.031,-4254.765,-4053.7527
-4246.2417,-4232.004,-4236.4517,-4250.6157,-4241.2837,-4236.744,-4241.189,-4232.0435,-4241.261,-4222.469,-4241.244,-4240.9917,-4236.5815,-4227.1206,-4227.35,-4231.7,-4236.5044,-4227.141,-4236.0747,-4250.0386,-4072.1458
-4236.8784,-4222.6357,-4203.909,-4222.7363,-4213.398,-4227.3726,-4231.809,-4222.711,-4208.7305,-4222.3706,-4241.155,-4203.84,-4204.086,-4213.1406,-4217.9624,-4236.2363,-4217.8857,-4231.684,-4226.713,-4217.4775,-4044.2666
-4153.394,-4129.8574,-4143.552,-4129.988,-4143.782,-4143.8657,-4157.549,-4139.223,-4120.5977,-4138.8745,-4148.4185,-4138.8984,-4129.8755,-4120.3677,-4125.1733,-4152.742,-4120.4824,-4143.5312,-4133.9453,-4133.961,-3909.7153
-4065.2046,-4050.9546,-4064.6492,-4055.7505,-4041.737,-4064.9695,-4060.1074,-4055.7314,-4060.2334,-4055.3728,-4032.4792,-4087.8333,-4046.3403,-4064.6482,-4046.2917,-4055.3337,-4055.485,-4060.0,-4068.9731,-4073.6152,-3853.9753
-4032.6426,-3999.8584,-4013.5564,-3995.3704,-3999.9065,-4018.5232,-4008.9824,-4013.9102,-4023.0103,-4032.1218,-4004.5393,-4027.4578,-3995.2231,-4027.4426,-3999.8176,-3990.3462,-4008.999,-4036.702,-4013.2417,-4022.5352,-3775.062
-4018.6353,-3990.514,-3990.314,-3995.2922,-3999.8398,-3995.2695,-3985.6982,-3986.0247,-3981.2092,-3994.9888,-3999.8218,-4008.8281,-3976.5593,-3999.525,-3990.4663,-3985.6472,-3995.012,-4013.4473,-4003.8962,-4013.203,-3830.6133
-3999.9995,-3976.514,-3999.4844,-3981.2742,-3962.6667,-3995.1912,-3985.6152,-3985.9395,-3981.1152,-4008.8193,-3985.8125,-3999.4736,-3976.4666,-3985.4932,-3976.4602,-3976.2732,-3981.0166,-4008.736,-3989.9175,-4003.8704,-3839.7788
-3958.1714,-3934.7031,-3948.3916,-3953.3833,-3906.9148,-3953.3584,-3929.9092,-3920.9443,-3911.4805,-3934.5334,-3906.912,-3962.2842,-3916.0955,-3925.1296,-3897.564,-3883.458,-3925.2612,-3939.123,-3938.8467,-3934.2473,-3784.0686
-3985.901,-3971.7075,-3962.225,-3981.1023,-3967.05,-3981.0967,-3980.8425,-3981.1018,-3962.4106,-3994.6907,-3985.5962,-3989.9917,-3985.53,-3957.4675,-3953.0703,-3971.4587,-3966.8972,-3980.7583,-3975.8694,-3994.4185,-3793.2937
-3939.4592,-3939.201,-3929.7031,-3943.9038,-3915.9695,-3930.016,-3920.5176,-3953.1917,-3943.7603,-3957.5325,-3943.7842,-3929.6482,-3911.275,-3906.3481,-3901.9727,-3911.1177,-3911.2036,-3952.8306,-3934.069,-3934.0686,-3760.7454
-3985.724,-3971.5925,-3999.1606,-3999.4565,-3990.0652,-3999.4648,-3962.1787,-3990.2056,-3966.842,-4003.8274,-3976.1492,-3980.574,-3971.4675,-3975.8047,-3952.8796,-3966.676,-3948.2292,-3985.2278,-4008.174,-4017.3953,-3834.926
-4055.2344,-4031.8186,-4040.8306,-4045.75,-4013.2144,-4055.0444,-4017.7834,-4031.8875,-4008.5156,-4050.141,-4050.2778,-4031.5227,-4040.9426,-4003.5603,-4040.8801,-4022.249,-4031.6074,-4050.0593,-4059.1213,-4077.5862,-3885.8682
-4036.5935,-4017.794,-4026.7996,-4017.8245,-4013.124,-4036.3862,-3999.1675,-4013.2478,-4003.8157,-4022.2454,-4017.736,-4031.4138,-4017.7065,-3984.936,-3985.1602,-3980.4612,-3994.451,-3999.0046,-4008.0454,-4031.1426,-3788.4336
-4036.519,-4031.6018,-4031.3398,-4027.018,-4013.0166,-4036.2861,-4031.551,-4031.713,-4012.9834,-4026.7722,-4026.9028,-4022.0496,-4031.519,-3998.7417,-4022.1338,-4022.0645,-4022.1343,-3994.2837,-4007.9575,-4035.6514,-3834.769
-4027.1528,-4008.3027,-4026.6094,-4017.6519,-4022.1865,-4017.6458,-4022.1768,-4022.3435,-4031.4473,-4026.6416,-4031.4353,-4026.5945,-4017.5203,-4035.7344,-4017.3723,-4026.6064,-4022.0337,-3989.5388,-4007.8481,-4026.2898,-3862.4473
-3980.7036,-3961.828,-3929.173,-3952.6667,-3938.6575,-3961.9045,-3938.6436,-3929.5518,-3961.8384,-3947.7046,-3943.265,-3952.3167,-3938.6316,-3938.3093,-3915.312,-3947.7083,-3957.0505,-3919.9277,-3952.1138,-3928.8638,-3769.717
-3975.994,-3961.7166,-3956.888,-3957.2148,-3961.7278,-3971.0605,-3966.3538,-3961.9084,-3961.7412,-3975.394,-3975.6084,-3970.7795,-3957.0935,-3961.4128,-3947.6445,-3984.699,-3966.213,-3956.8987,-3961.2722,-3970.4995,-3820.6575
-3980.5093,-3966.251,-3956.7925,-3957.1453,-3966.2656,-3966.2861,-3961.638,-3947.9023,-3961.6328,-3970.6606,-3961.61,-3966.0605,-3952.3389,-3956.674,-3966.0972,-3966.0518,-3975.3723,-3966.0837,-3961.158,-3961.1436,-3820.5657
-4059.2195,-4021.7842,-3998.4126,-4045.1638,-4021.824,-4017.1538,-4040.359,-4022.002,-4040.369,-4021.5615,-4035.703,-4049.4314,-4012.515,-4007.579,-4017.0166,-4030.8765,-4058.7278,-4035.5378,-4039.8987,-4012.0903,-3825.139
-4119.364,-4119.024,-4100.287,-4128.518,-4109.808,-4137.576,-4119.065,-4114.6294,-4123.7207,-4118.8022,-4128.3296,-4123.5044,-4105.1216,-4095.5522,-4104.996,-4132.7812,-4128.1655,-4114.237,-4113.9824,-4100.0923,-3954.9412
-4054.3652,-4044.7769,-4016.7815,-4049.626,-4054.0894,-4067.949,-4054.0703,-4054.2708,-4058.7258,-4072.3667,-4054.0732,-4035.3523,-4035.4934,-4035.1824,-4016.814,-4026.0806,-4044.6306,-4044.6013,-4021.1768,-4025.8518,-3862.081
-3970.8389,-3970.5342,-3984.2573,-3980.0222,-3984.4902,-3975.1592,-3975.1807,-3975.3972,-3970.5903,-3988.8606,-3979.8342,-3984.3152,-3970.4995,-3956.311,-3956.485,-3979.6602,-3975.0203,-3961.0796,-3984.015,-3970.1777,-3875.9368
-4026.4084,-4026.1228,-4025.9314,-4026.311,-4026.172,-4030.7305,-4016.8352,-4017.0603,-4026.1726,-4030.5273,-4026.1436,-4021.3462,-4016.814,-4016.514,-4021.319,-4025.9695,-4021.3218,-4012.0186,-4011.7866,-4007.2422,-3866.576
-4049.5203,-4030.7092,-4039.7898,-4035.5103,-4040.0203,-4035.3,-4035.2976,-4040.1406,-4035.3818,-4039.7427,-4039.988,-4025.9194,-4026.0093,-4025.7432,-4035.1653,-4030.5417,-4035.1592,-4035.1306,-4030.2795,-4030.3782,-3866.5022
-4063.3936,-4058.5066,-4035.1223,-4072.549,-4058.525,-4053.8083,-4053.8228,-4058.6199,-4058.5315,-4067.5435,-4072.412,-4062.9717,-4067.6768,-4048.8765,-4049.0112,-4049.0417,-4053.672,-4048.9973,-4062.7097,-4058.1807,-3885.001
-4100.446,-4095.5852,-4053.6445,-4114.212,-4095.5806,-4090.8694,-4076.9856,-4109.573,-4095.5867,-4099.991,-4104.8306,-4109.307,-4113.9917,-4081.2917,-4067.513,-4081.4602,-4076.8162,-4081.4204,-4099.7773,-4090.611,-3926.7227
-4109.6475,-4114.064,-4113.8726,-4114.1455,-4100.1304,-4113.991,-4109.3726,-4118.7583,-4114.085,-4113.8486,-4118.6733,-4118.5215,-4113.926,-4113.6807,-4109.1597,-4113.8447,-4113.836,-4113.8003,-4113.626,-4113.7266,-3977.6833
-4100.3213,-4104.727,-4104.546,-4100.1855,-4100.0825,-4104.691,-4113.9746,-4100.177,-4100.1426,-4104.549,-4104.7393,-4099.9424,-4076.8237,-4090.4592,-4090.5745,-4099.914,-4095.2656,-4113.7266,-4104.3125,-4118.303,-3935.8916
-4155.899,-4155.69,-4155.5044,-4155.753,-4141.74,-4151.027,-4151.0312,-4155.7686,-4151.095,-4141.627,-4155.709,-4146.2686,-4127.7803,-4127.5146,-4141.497,-4146.23,-4127.676,-4150.7812,-4159.91,-4164.6035,-3912.671
-4095.551,-4086.0732,-4071.9917,-4081.5156,-4081.3848,-4062.895,-4067.5242,-4100.0684,-4067.5745,-4085.9353,-4086.124,-4090.5718,-4035.0068,-4039.3672,-4048.6865,-4062.7258,-4081.2434,-4081.1592,-4067.1008,-4071.8333,-3852.28
-4021.2788,-4007.1704,-3974.55,-4002.613,-4007.1157,-4016.4453,-4007.1497,-4016.5413,-4007.2134,-4007.0417,-4002.5916,-4016.327,-3974.6462,-3974.3394,-3979.0676,-3988.4602,-4016.248,-4002.2427,-4002.1074,-3997.5588,-3805.8293
-3965.5667,-3969.9963,-3942.0156,-3960.7837,-3956.031,-3956.0981,-3969.9705,-3951.5732,-3974.6797,-3974.5242,-3956.1555,-3974.5273,-3960.6426,-3960.3564,-3951.1685,-3965.2036,-3965.168,-3969.725,-3951.0403,-3955.7537,-3787.22
-3984.0195,-3974.5422,-3974.3853,-3974.6094,-3974.4814,-3983.8342,-3979.1519,-3965.3833,-3974.5955,-3979.076,-3974.6194,-3965.1802,-3974.475,-3974.1638,-3974.2607,-3974.3953,-3974.3416,-3983.5315,-3969.486,-3969.5657,-3750.0598
-3928.2944,-3923.48,-3927.9458,-3937.4338,-3932.682,-3932.7522,-3923.444,-3942.1213,-3914.2583,-3932.6406,-3923.5361,-3951.2024,-3904.89,-3895.2944,-3886.1184,-3904.8022,-3918.6384,-3909.2964,-3927.6802,-3890.701,-3712.9
-3918.9504,-3881.6775,-3895.4172,-3900.264,-3904.7778,-3914.1033,-3895.5305,-3904.9639,-3886.3684,-3900.1008,-3890.9912,-3918.6885,-3867.7537,-3858.1492,-3881.4253,-3867.665,-3900.0278,-3890.7075,-3890.5398,-3872.1055,-3745.3203
-3900.3547,-3890.881,-3886.0908,-3914.1106,-3895.4314,-3890.8481,-3904.7568,-3891.0098,-3895.564,-3918.574,-3895.5713,-3904.7344,-3876.9243,-3881.2273,-3881.3096,-3895.3806,-3895.2913,-3895.2527,-3899.736,-3876.6436,-3731.3555
-3923.4666,-3876.9023,-3876.7646,-3886.2654,-3900.0156,-3881.504,-3895.4297,-3909.475,-3909.412,-3918.4985,-3886.2297,-3913.9478,-3881.4922,-3857.982,-3867.355,-3881.4087,-3885.954,-3895.1843,-3890.395,-3890.4758,-3726.6863
-3886.3237,-3886.1033,-3867.4612,-3886.1895,-3890.6685,-3881.4216,-3900.013,-3904.7712,-3881.5022,-3904.5212,-3904.686,-3909.263,-3881.4087,-3857.901,-3876.5505,-3909.1575,-3885.8843,-3918.3027,-3904.249,-3895.05,-3717.3213
-3923.3281,-3909.2004,-3895.2122,-3927.8218,-3895.2314,-3899.877,-3909.2166,-3937.1426,-3923.1565,-3913.7212,-3923.155,-3918.4722,-3923.0537,-3904.1897,-3899.651,-3927.6296,-3899.7205,-3941.423,-3936.625,-3932.0647,-3652.3208
-3951.0657,-3927.6814,-3927.6064,-3923.11,-3932.256,-3904.4287,-3904.5134,-3955.6047,-3909.1611,-3913.6672,-3960.1685,-3960.1375,-3955.4443,-3913.3987,-3894.9536,-3913.6685,-3927.474,-3964.5527,-3969.0203,-3936.6348,-3680.1084
-3941.735,-3946.1667,-3969.2883,-3964.7837,-3950.7542,-3950.7175,-3941.537,-3964.8018,-3955.4653,-3964.6055,-3955.4634,-3960.0852,-3960.0176,-3936.52,-3931.9685,-3941.4204,-3936.6814,-3945.953,-3968.9639,-3945.8638,-3717.1633
-3983.4111,-3987.8389,-3978.5112,-4001.8281,-4001.7046,-3978.4763,-3997.125,-4011.11,-3997.139,-4006.2825,-3969.318,-4001.7666,-3978.5315,-3973.5667,-3978.2788,-3983.0852,-3973.6921,-4001.5222,-3987.4622,-3982.9148,-3717.145
-4052.9158,-4029.5325,-4038.7375,-4062.0708,-4066.5935,-4066.525,-4066.6287,-4034.2258,-4062.0093,-4066.5242,-4024.8916,-4071.275,-4034.126,-4019.888,-4047.7861,-4066.501,-4006.1018,-4043.224,-4024.5212,-4038.533,-3833.0574
-4117.79,-4112.963,-4108.25,-4117.6924,-4108.2812,-4103.5815,-4122.22,-4122.274,-4117.621,-4108.217,-4099.0576,-4126.878,-4099.0303,-4084.7615,-4103.4014,-4122.107,-4089.5356,-4112.7363,-4107.9473,-4121.9653,-3823.751
-4113.119,-4112.9434,-4112.851,-4117.648,-4108.259,-4117.4478,-4117.558,-4117.5996,-4099.0464,-4112.8066,-4122.2,-4122.2188,-4112.8975,-4094.0,-4080.2078,-4089.6152,-4098.758,-4108.059,-4107.9243,-4103.3706,-3856.231
-4117.738,-4108.2964,-4122.1245,-4122.2905,-4117.538,-4117.432,-4126.818,-4122.221,-4112.937,-4112.815,-4126.7983,-4126.862,-4108.2803,-4093.9995,-4112.625,-4112.7583,-4131.179,-4140.4683,-4144.9937,-4121.8975,-3879.4219
-4066.7024,-4057.2976,-4071.1033,-4066.6472,-4071.172,-4061.7795,-4066.551,-4057.311,-4061.9255,-4057.1628,-4071.151,-4061.951,-4057.265,-4042.9834,-4043.0732,-4061.7454,-4056.981,-4075.5527,-4093.974,-4061.6064,-3870.0894
-4103.746,-4094.3362,-4084.9763,-4089.7695,-4089.6755,-4084.8894,-4085.0583,-4098.973,-4089.6865,-4075.6606,-4098.9443,-4112.898,-4089.657,-4093.9075,-4066.2046,-4080.232,-4098.641,-4103.3276,-4107.813,-4093.9897,-3907.141
-4043.4116,-4020.1204,-4006.1147,-4034.0962,-3996.936,-4019.9524,-4020.1147,-4047.9443,-4006.2117,-4010.7454,-4043.249,-4061.8652,-4029.3547,-4033.594,-4010.5513,-4019.9333,-4024.4214,-4061.5464,-4084.564,-4056.8105,-3814.299
-4080.4348,-4066.4287,-4052.3967,-4066.502,-4066.393,-4066.2427,-4052.5125,-4084.9473,-4057.1602,-4052.4128,-4071.0186,-4089.6213,-4080.2883,-4065.9949,-4052.2122,-4061.5935,-4052.1848,-4103.217,-4112.3174,-4079.9148,-3828.151
-4112.922,-4117.4424,-4089.5295,-4112.887,-4108.137,-4108.003,-4103.55,-4126.6895,-4103.5454,-4108.0825,-4108.161,-4112.8335,-4103.4746,-4121.637,-4093.984,-4117.261,-4103.1997,-4154.222,-4144.8013,-4140.2085,-3907.018
-4149.9897,-4163.8193,-4159.07,-4159.222,-4163.761,-4140.4565,-4149.933,-4173.043,-4140.653,-4140.545,-4168.433,-4154.564,-4154.4937,-4149.465,-4131.0728,-4145.0894,-4149.54,-4172.8,-4191.152,-4191.192,-3920.956
-4312.217,-4307.523,-4316.6724,-4316.82,-4312.08,-4279.529,-4275.102,-4316.75,-4284.3667,-4274.987,-4316.778,-4307.554,-4284.3066,-4293.1855,-4288.688,-4279.527,-4307.1484,-4316.5195,-4307.052,-4302.476,-4097.1763
-4335.318,-4335.273,-4316.651,-4307.478,-4330.589,-4330.452,-4316.762,-4344.478,-4307.4697,-4311.996,-4321.397,-4312.1294,-4325.943,-4330.1787,-4302.506,-4302.6514,-4344.2,-4344.2944,-4357.999,-4330.2344,-4111.0254
-4372.3193,-4363.0083,-4349.02,-4353.772,-4362.9487,-4362.841,-4325.94,-4353.6787,-4363.048,-4362.922,-4349.138,-4344.5063,-4344.4233,-4348.668,-4353.405,-4348.9243,-4344.128,-4367.4004,-4390.3794,-4357.949,-4078.4453
-4260.9277,-4270.187,-4256.1934,-4270.222,-4270.1235,-4283.9014,-4260.9526,-4270.1167,-4247.061,-4288.649,-4279.503,-4265.5923,-4297.9463,-4265.079,-4242.028,-4260.725,-4251.2935,-4302.378,-4302.1665,-4265.114,-4059.8315
-4205.238,-4223.775,-4205.1543,-4200.629,-4205.183,-4214.3145,-4200.6436,-4232.9844,-4205.2915,-4223.691,-4228.437,-4209.8984,-4223.6973,-4214.026,-4204.884,-4214.3257,-4200.2446,-4265.223,-4223.3076,-4209.425,-4078.3564
-4219.052,-4228.3247,-4195.793,-4181.981,-4195.8267,-4214.21,-4172.741,-4223.6216,-4182.0225,-4200.4336,-4223.695,-4200.536,-4218.964,-4204.6567,-4163.0605,-4204.949,-4176.961,-4223.3804,-4264.949,-4195.438,-4050.4333
-4177.206,-4172.5747,-4126.1475,-4140.156,-4158.63,-4158.4575,-4149.482,-4172.5146,-4158.7524,-4167.9033,-4181.8857,-4172.6235,-4167.84,-4204.569,-4139.7925,-4144.568,-4153.6953,-4186.1953,-4204.596,-4162.8955,-3966.8342
-4102.9575,-4126.1587,-4102.8945,-4102.9917,-4112.213,-4112.0225,-4107.699,-4088.9685,-4116.9526,-4112.187,-4112.2446,-4107.6475,-4116.767,-4139.5757,-4093.3528,-4107.398,-4093.3677,-4121.1973,-4139.618,-4111.8086,-3976.0425
-4070.4167,-4065.8083,-4061.1074,-4070.4536,-4079.6787,-4070.213,-4070.5325,-4074.9897,-4065.863,-4070.393,-4075.0564,-4089.0083,-4061.0083,-4069.9395,-4051.545,-4060.9458,-4065.4607,-4074.7412,-4074.6223,-4074.6404,-3883.1943
-4047.151,-4023.999,-4023.9421,-4019.3596,-4037.8728,-4033.0476,-4024.0806,-4033.1538,-4005.501,-4037.874,-4028.61,-4028.64,-4023.8367,-4014.2153,-3991.1833,-4023.7703,-4019.002,-4028.294,-4046.7463,-4023.5625,-3883.1538
-4056.3389,-4033.176,-4014.5967,-4037.8555,-4019.2434,-4037.6047,-4028.6533,-4023.8052,-4010.0615,-4033.1719,-4051.7124,-4023.9111,-4023.7427,-4041.9556,-4014.2935,-4028.326,-4009.6333,-4014.2917,-4032.764,-4004.949,-3887.7236
-4009.8723,-4009.939,-4005.2537,-4005.3157,-4014.5288,-4005.0967,-4014.687,-4028.361,-4009.974,-4014.5647,-4014.5518,-4014.563,-4014.4153,-4037.282,-4004.943,-3991.1628,-4000.293,-4014.2402,-4023.4087,-4000.2542,-3887.6606
-3981.9778,-3977.418,-3977.381,-3982.077,-3977.375,-3972.5908,-3972.8992,-3972.6477,-3968.1628,-3991.3389,-4005.2078,-3963.4917,-3967.985,-3990.856,-3958.5203,-3958.656,-3958.5032,-3986.3574,-3995.5305,-3977.029,-3869.0593
-3986.5352,-3991.2444,-3968.0166,-3986.6406,-3977.2888,-3991.0496,-3986.719,-3977.2031,-3981.9875,-3977.3533,-3986.581,-3995.857,-3991.0837,-4000.0398,-3976.9763,-3986.3906,-3967.6912,-4004.8342,-4004.7278,-4000.1514,-3845.814
-4014.2815,-4000.4556,-4005.0647,-4000.474,-4009.676,-4014.1792,-4009.844,-4018.8657,-4000.4666,-4000.4944,-4009.6953,-4014.328,-3995.6565,-4013.8894,-4000.092,-4014.1575,-4023.2788,-4014.0547,-4023.2102,-4023.2788,-3887.5283
-4023.4514,-4028.194,-4004.975,-4023.562,-4018.8828,-4018.7407,-4023.6648,-4018.7783,-4000.374,-4014.33,-4009.6318,-4023.52,-4009.4648,-4023.0852,-4013.924,-4014.0603,-4013.9277,-4018.6157,-4023.1365,-4013.949,-3906.046
-4004.827,-4009.5833,-3995.6245,-4000.2925,-4000.2686,-4009.406,-4000.3972,-3990.8694,-4014.225,-4009.6333,-4000.2925,-4009.5288,-3995.467,-3995.1897,-3995.2769,-4000.0703,-3999.9592,-4000.0051,-3995.2212,-3999.9695,-3887.4246
-3981.5598,-4000.2305,-3986.2686,-3986.3088,-3990.9307,-3990.7834,-3981.7666,-3976.877,-3990.9436,-3991.0176,-3990.9436,-3995.5283,-3972.189,-3976.5698,-3981.2861,-3972.1487,-3967.421,-3990.657,-3999.7903,-3981.3477,-3901.306
-3953.6436,-3953.7737,-3939.8052,-3944.4927,-3958.3848,-3958.252,-3949.22,-3935.0522,-3963.0417,-3944.5588,-3939.8394,-3967.6223,-3934.9973,-3939.3816,-3953.3755,-3948.873,-3934.8765,-3930.2764,-3953.3337,-3944.1675,-3840.916
-3953.578,-3953.7078,-3948.9912,-3939.7703,-3949.044,-3958.187,-3944.5112,-3944.2463,-3939.7612,-3953.749,-3935.1333,-3944.3503,-3930.297,-3948.577,-3939.3782,-3939.5037,-3953.3657,-3944.1167,-3939.35,-3939.4468,-3780.5083
-3995.2566,-4004.644,-3995.3022,-3990.7148,-3972.1575,-3999.8616,-3981.549,-3976.6462,-3981.4417,-3990.782,-4000.0217,-3981.405,-3976.6064,-3976.35,-3971.7861,-3971.9065,-3990.4055,-3985.793,-3994.9602,-3985.7778,-3868.6418
-3958.0671,-3967.4546,-3953.4805,-3967.4282,-3944.2407,-3967.3198,-3958.2898,-3958.0098,-3967.4473,-3962.8677,-3962.8374,-3962.7686,-3962.6116,-3957.717,-3943.8682,-3957.8972,-3962.4888,-3957.8735,-3962.4087,-3962.4917,-3854.7026
-3958.0222,-3967.4126,-3948.7964,-3958.0874,-3962.7495,-3957.9902,-3948.9783,-3953.3162,-3967.421,-3939.6157,-3953.518,-3962.724,-3957.9272,-3948.3982,-3943.8286,-3948.5645,-3939.2397,-3957.8232,-3943.7908,-3929.9639,-3812.8594
-3897.651,-3893.1338,-3883.7917,-3906.9753,-3897.7444,-3911.5356,-3897.887,-3888.293,-3907.0574,-3902.4302,-3907.0728,-3906.9897,-3888.2834,-3901.936,-3888.088,-3902.119,-3892.7815,-3902.0828,-3897.3508,-3888.1472,-3761.7556
-3860.488,-3855.98,-3851.276,-3851.234,-3851.3093,-3837.257,-3837.5435,-3832.5725,-3851.3586,-3837.4365,-3832.7747,-3851.275,-3837.2068,-3836.937,-3855.569,-3851.043,-3841.6912,-3837.0806,-3846.2725,-3846.3442,-3701.389
-3790.8142,-3804.8916,-3795.5486,-3795.4958,-3795.5813,-3795.4524,-3800.373,-3786.1094,-3800.2673,-3800.2634,-3800.251,-3786.275,-3795.397,-3795.1272,-3795.2068,-3795.3098,-3795.2397,-3790.631,-3799.8218,-3790.6118,-3650.2966
-3786.1143,-3781.6223,-3772.2993,-3772.2283,-3772.3079,-3772.209,-3767.829,-3781.4084,-3777.0093,-3781.6553,-3781.637,-3776.9487,-3772.1501,-3771.8904,-3771.9634,-3772.061,-3762.7036,-3767.3862,-3771.9219,-3772.0024,-3566.7083
-3813.8752,-3804.743,-3809.3467,-3813.9,-3809.3503,-3804.6218,-3809.5151,-3809.181,-3804.7896,-3814.062,-3814.0476,-3795.4448,-3804.578,-3813.5874,-3813.6575,-3813.7573,-3799.7656,-3809.084,-3804.3403,-3813.7014,-3557.359
-3795.2466,-3795.3877,-3804.6475,-3804.543,-3795.3557,-3813.8413,-3795.5376,-3804.494,-3795.454,-3800.0925,-3804.701,-3809.3147,-3799.8843,-3794.9736,-3781.1296,-3799.7805,-3799.7158,-3795.0967,-3799.629,-3785.795,-3608.3567
-3771.982,-3781.401,-3776.7546,-3776.6248,-3776.738,-3785.9302,-3776.9194,-3795.162,-3786.1323,-3776.8384,-3790.7236,-3776.7747,-3767.353,-3781.0078,-3771.7944,-3781.1575,-3776.45,-3781.1213,-3804.2122,-3767.1638,-3636.1497
-3790.5078,-3786.0007,-3790.646,-3790.4917,-3776.6897,-3790.529,-3786.1614,-3790.4739,-3790.7363,-3795.3647,-3795.3213,-3790.645,-3785.8718,-3790.2473,-3781.0334,-3776.482,-3781.0532,-3781.0908,-3785.6082,-3785.6814,-3626.8606
-3776.5513,-3772.0342,-3767.4011,-3771.8787,-3758.0774,-3762.6362,-3772.1897,-3767.2227,-3776.7695,-3786.042,-3776.7024,-3772.0334,-3776.548,-3767.0022,-3771.713,-3767.154,-3757.8135,-3767.1287,-3767.0122,-3776.3508,-3626.829
-3725.4575,-3720.9583,-3720.969,-3716.1475,-3716.2717,-3716.1873,-3725.7466,-3730.0505,-3730.3142,-3730.3293,-3720.96,-3716.3018,-3716.177,-3720.5454,-3711.3486,-3716.0745,-3706.725,-3720.6943,-3715.9272,-3711.3447,-3603.5798
-3614.0413,-3614.18,-3623.4692,-3623.2964,-3614.1187,-3623.3208,-3623.6074,-3618.6304,-3632.8206,-3637.4814,-3623.45,-3623.4355,-3627.9421,-3618.3962,-3613.8394,-3623.206,-3623.1365,-3613.9014,-3623.0706,-3623.127,-3510.699
