1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
-4292.125,-4296.7056,-4296.5845,-4301.8057,-4331.085,-4278.76,-4259.896,-4255.0825,-4287.758,-4255.262,-4269.2783,-4269.106,-4283.118,-4287.69,-4287.4585,-4273.748,-4287.4004,-4241.2725,-4264.289,-4241.3564,-4282.7524,-4273.656,-4268.9497,-4301.031,-4254.765,-4053.7527
-4345.864,-4360.191,-4345.4067,-4345.741,-4370.1255,-4246.2417,-4232.004,-4236.4517,-4250.6157,-4241.2837,-4236.744,-4241.189,-4232.0435,-4241.261,-4222.469,-4241.244,-4240.9917,-4236.5815,-4227.1206,-4227.35,-4231.7,-4236.5044,-4227.141,-4236.0747,-4250.0386,-4072.1458
-4262.6616,-4276.948,-4271.9746,-4257.6187,-4277.1426,-4236.8784,-4222.6357,-4203.909,-4222.7363,-4213.398,-4227.3726,-4231.809,-4222.711,-4208.7305,-4222.3706,-4241.155,-4203.84,-4204.086,-4213.1406,-4217.9624,-4236.2363,-4217.8857,-4231.684,-4226.713,-4217.4775,-4044.2666
-4238.128,-4257.2944,-4242.543,-4252.637,-4252.5986,-4153.394,-4129.8574,-4143.552,-4129.988,-4143.782,-4143.8657,-4157.549,-4139.223,-4120.5977,-4138.8745,-4148.4185,-4138.8984,-4129.8755,-4120.3677,-4125.1733,-4152.742,-4120.4824,-4143.5312,-4133.9453,-4133.961,-3909.7153
-4223.366,-4242.548,-4222.927,-4242.7935,-4242.77,-4065.2046,-4050.9546,-4064.6492,-4055.7505,-4041.737,-4064.9695,-4060.1074,-4055.7314,-4060.2334,-4055.3728,-4032.4792,-4087.8333,-4046.3403,-4064.6482,-4046.2917,-4055.3337,-4055.485,-4060,-4068.9731,-4073.6152,-3853.9753
-4154.8193,-4144.64,-4159.289,-4174.2334,-4154.671,-4032.6426,-3999.8584,-4013.5564,-3995.3704,-3999.9065,-4018.5232,-4008.9824,-4013.9102,-4023.0103,-4032.1218,-4004.5393,-4027.4578,-3995.2231,-4027.4426,-3999.8176,-3990.3462,-4008.999,-4036.702,-4013.2417,-4022.5352,-3775.062
-4125.413,-4124.981,-4129.8975,-4130.135,-4135.0405,-4018.6353,-3990.514,-3990.314,-3995.2922,-3999.8398,-3995.2695,-3985.6982,-3986.0247,-3981.2092,-3994.9888,-3999.8218,-4008.8281,-3976.5593,-3999.525,-3990.4663,-3985.6472,-3995.012,-4013.4473,-4003.8962,-4013.203,-3830.6133
-4144.9385,-4144.478,-4144.5225,-4149.6445,-4144.772,-3999.9995,-3976.514,-3999.4844,-3981.2742,-3962.6667,-3995.1912,-3985.6152,-3985.9395,-3981.1152,-4008.8193,-3985.8125,-3999.4736,-3976.4666,-3985.4932,-3976.4602,-3976.2732,-3981.0166,-4008.736,-3989.9175,-4003.8704,-3839.7788
-4203.542,-4212.8755,-4208.0234,-4208.242,-4208.2705,-3958.1714,-3934.7031,-3948.3916,-3953.3833,-3906.9148,-3953.3584,-3929.9092,-3920.9443,-3911.4805,-3934.5334,-3906.912,-3962.2842,-3916.0955,-3925.1296,-3897.564,-3883.458,-3925.2612,-3939.123,-3938.8467,-3934.2473,-3784.0686
-4257.2695,-4256.8066,-4256.879,-4257.0864,-4262.0117,-3985.901,-3971.7075,-3962.225,-3981.1023,-3967.05,-3981.0967,-3980.8425,-3981.1018,-3962.4106,-3994.6907,-3985.5962,-3989.9917,-3985.53,-3957.4675,-3953.0703,-3971.4587,-3966.8972,-3980.7583,-3975.8694,-3994.4185,-3793.2937
-4330.5703,-4330.116,-4330.201,-4330.3716,-4325.538,-3939.4592,-3939.201,-3929.7031,-3943.9038,-3915.9695,-3930.016,-3920.5176,-3953.1917,-3943.7603,-3957.5325,-3943.7842,-3929.6482,-3911.275,-3906.3481,-3901.9727,-3911.1177,-3911.2036,-3952.8306,-3934.069,-3934.0686,-3760.7454
-4379.414,-4378.9595,-4379.042,-4379.1973,-4379.2773,-3985.724,-3971.5925,-3999.1606,-3999.4565,-3990.0652,-3999.4648,-3962.1787,-3990.2056,-3966.842,-4003.8274,-3976.1492,-3980.574,-3971.4675,-3975.8047,-3952.8796,-3966.676,-3948.2292,-3985.2278,-4008.174,-4017.3953,-3834.926
-4305.985,-4300.6475,-4305.617,-4305.757,-4305.8525,-4055.2344,-4031.8186,-4040.8306,-4045.75,-4013.2144,-4055.0444,-4017.7834,-4031.8875,-4008.5156,-4050.141,-4050.2778,-4031.5227,-4040.9426,-4003.5603,-4040.8801,-4022.249,-4031.6074,-4050.0593,-4059.1213,-4077.5862,-3885.8682
-4291.2246,-4295.677,-4295.7324,-4295.873,-4295.984,-4036.5935,-4017.794,-4026.7996,-4017.8245,-4013.124,-4036.3862,-3999.1675,-4013.2478,-4003.8157,-4022.2454,-4017.736,-4031.4138,-4017.7065,-3984.936,-3985.1602,-3980.4612,-3994.451,-3999.0046,-4008.0454,-4031.1426,-3788.4336
-4163.996,-4163.5483,-4163.6143,-4158.841,-4158.9775,-4036.519,-4031.6018,-4031.3398,-4027.018,-4013.0166,-4036.2861,-4031.551,-4031.713,-4012.9834,-4026.7722,-4026.9028,-4022.0496,-4031.519,-3998.7417,-4022.1338,-4022.0645,-4022.1343,-3994.2837,-4007.9575,-4035.6514,-3834.769
-4163.921,-4163.4727,-4163.579,-4163.68,-4163.8027,-4027.1528,-4008.3027,-4026.6094,-4017.6519,-4022.1865,-4017.6458,-4022.1768,-4022.3435,-4031.4473,-4026.6416,-4031.4353,-4026.5945,-4017.5203,-4035.7344,-4017.3723,-4026.6064,-4022.0337,-3989.5388,-4007.8481,-4026.2898,-3862.4473
-4100.2764,-4099.8423,-4099.956,-4100.022,-4100.172,-3980.7036,-3961.828,-3929.173,-3952.6667,-3938.6575,-3961.9045,-3938.6436,-3929.5518,-3961.8384,-3947.7046,-3943.265,-3952.3167,-3938.6316,-3938.3093,-3915.312,-3947.7083,-3957.0505,-3919.9277,-3952.1138,-3928.8638,-3769.717
-4070.8313,-4070.4048,-4070.5476,-4080.379,-4080.5374,-3975.994,-3961.7166,-3956.888,-3957.2148,-3961.7278,-3971.0605,-3966.3538,-3961.9084,-3961.7412,-3975.394,-3975.6084,-3970.7795,-3957.0935,-3961.4128,-3947.6445,-3984.699,-3966.213,-3956.8987,-3961.2722,-3970.4995,-3820.6575
-4051.1873,-4050.7593,-4055.7988,-4046.057,-4051.1213,-3980.5093,-3966.251,-3956.7925,-3957.1453,-3966.2656,-3966.2861,-3961.638,-3947.9023,-3961.6328,-3970.6606,-3961.61,-3966.0605,-3952.3389,-3956.674,-3966.0972,-3966.0518,-3975.3723,-3966.0837,-3961.158,-3961.1436,-3820.5657
-4065.7861,-4065.361,-4065.5088,-4060.6567,-4060.8354,-4059.2195,-4021.7842,-3998.4126,-4045.1638,-4021.824,-4017.1538,-4040.359,-4022.002,-4040.369,-4021.5615,-4035.703,-4049.4314,-4012.515,-4007.579,-4017.0166,-4030.8765,-4058.7278,-4035.5378,-4039.8987,-4012.0903,-3825.139
-4070.5981,-4075.069,-4075.215,-4075.289,-4075.4385,-4119.364,-4119.024,-4100.287,-4128.518,-4109.808,-4137.576,-4119.065,-4114.6294,-4123.7207,-4118.8022,-4128.3296,-4123.5044,-4105.1216,-4095.5522,-4104.996,-4132.7812,-4128.1655,-4114.237,-4113.9824,-4100.0923,-3954.9412
-4085.2056,-4079.889,-4084.9255,-4089.9014,-4080.2292,-4054.3652,-4044.7769,-4016.7815,-4049.626,-4054.0894,-4067.949,-4054.0703,-4054.2708,-4058.7258,-4072.3667,-4054.0732,-4035.3523,-4035.4934,-4035.1824,-4016.814,-4026.0806,-4044.6306,-4044.6013,-4021.1768,-4025.8518,-3862.081
-4085.1084,-4089.588,-4089.7275,-4089.8274,-4085.0376,-3970.8389,-3970.5342,-3984.2573,-3980.0222,-3984.4902,-3975.1592,-3975.1807,-3975.3972,-3970.5903,-3988.8606,-3979.8342,-3984.3152,-3970.4995,-3956.311,-3956.485,-3979.6602,-3975.0203,-3961.0796,-3984.015,-3970.1777,-3875.9368
-4094.825,-4094.4172,-4094.558,-4094.659,-4094.7537,-4026.4084,-4026.1228,-4025.9314,-4026.311,-4026.172,-4030.7305,-4016.8352,-4017.0603,-4026.1726,-4030.5273,-4026.1436,-4021.3462,-4016.814,-4016.514,-4021.319,-4025.9695,-4021.3218,-4012.0186,-4011.7866,-4007.2422,-3866.576
-4158.3447,-4157.9517,-4158.0884,-4158.199,-4158.288,-4049.5203,-4030.7092,-4039.7898,-4035.5103,-4040.0203,-4035.3,-4035.2976,-4040.1406,-4035.3818,-4039.7427,-4039.988,-4025.9194,-4026.0093,-4025.7432,-4035.1653,-4030.5417,-4035.1592,-4035.1306,-4030.2795,-4030.3782,-3866.5022
-4177.852,-4182.339,-4182.489,-4182.589,-4182.675,-4063.3936,-4058.5066,-4035.1223,-4072.549,-4058.525,-4053.8083,-4053.8228,-4058.6199,-4058.5315,-4067.5435,-4072.412,-4062.9717,-4067.6768,-4048.8765,-4049.0112,-4049.0417,-4053.672,-4048.9973,-4062.7097,-4058.1807,-3885.001
-4202.214,-4206.7393,-4202.004,-4202.0776,-4202.177,-4100.446,-4095.5852,-4053.6445,-4114.212,-4095.5806,-4090.8694,-4076.9856,-4109.573,-4095.5867,-4099.991,-4104.8306,-4109.307,-4113.9917,-4081.2917,-4067.513,-4081.4602,-4076.8162,-4081.4204,-4099.7773,-4090.611,-3926.7227
-4211.947,-4211.5874,-4211.7354,-4211.797,-4207.021,-4109.6475,-4114.064,-4113.8726,-4114.1455,-4100.1304,-4113.991,-4109.3726,-4118.7583,-4114.085,-4113.8486,-4118.6733,-4118.5215,-4113.926,-4113.6807,-4109.1597,-4113.8447,-4113.836,-4113.8003,-4113.626,-4113.7266,-3977.6833
-4246.128,-4240.88,-4245.9253,-4245.991,-4241.1895,-4100.3213,-4104.727,-4104.546,-4100.1855,-4100.0825,-4104.691,-4113.9746,-4100.177,-4100.1426,-4104.549,-4104.7393,-4099.9424,-4076.8237,-4090.4592,-4090.5745,-4099.914,-4095.2656,-4113.7266,-4104.3125,-4118.303,-3935.8916
-4265.6445,-4265.286,-4265.4497,-4265.504,-4260.6943,-4155.899,-4155.69,-4155.5044,-4155.753,-4141.74,-4151.027,-4151.0312,-4155.7686,-4151.095,-4141.627,-4155.709,-4146.2686,-4127.7803,-4127.5146,-4141.497,-4146.23,-4127.676,-4150.7812,-4159.91,-4164.6035,-3912.671
-4280.266,-4279.921,-4280.0854,-4280.1177,-4280.2246,-4095.551,-4086.0732,-4071.9917,-4081.5156,-4081.3848,-4062.895,-4067.5242,-4100.0684,-4067.5745,-4085.9353,-4086.124,-4090.5718,-4035.0068,-4039.3672,-4048.6865,-4062.7258,-4081.2434,-4081.1592,-4067.1008,-4071.8333,-3852.28
-4294.874,-4294.521,-4294.703,-4294.722,-4294.844,-4021.2788,-4007.1704,-3974.55,-4002.613,-4007.1157,-4016.4453,-4007.1497,-4016.5413,-4007.2134,-4007.0417,-4002.5916,-4016.327,-3974.6462,-3974.3394,-3979.0676,-3988.4602,-4016.248,-4002.2427,-4002.1074,-3997.5588,-3805.8293
-4348.6396,-4348.285,-4348.4795,-4348.4844,-4348.6074,-3965.5667,-3969.9963,-3942.0156,-3960.7837,-3956.031,-3956.0981,-3969.9705,-3951.5732,-3974.6797,-3974.5242,-3956.1555,-3974.5273,-3960.6426,-3960.3564,-3951.1685,-3965.2036,-3965.168,-3969.725,-3951.0403,-3955.7537,-3787.22
-4373.039,-4377.587,-4382.6865,-4382.6953,-4377.9043,-3984.0195,-3974.5422,-3974.3853,-3974.6094,-3974.4814,-3983.8342,-3979.1519,-3965.3833,-3974.5955,-3979.076,-3974.6194,-3965.1802,-3974.475,-3974.1638,-3974.2607,-3974.3953,-3974.3416,-3983.5315,-3969.486,-3969.5657,-3750.0598
-4480.6147,-4485.1714,-4485.3765,-4480.4717,-4480.5527,-3928.2944,-3923.48,-3927.9458,-3937.4338,-3932.682,-3932.7522,-3923.444,-3942.1213,-3914.2583,-3932.6406,-3923.5361,-3951.2024,-3904.89,-3895.2944,-3886.1184,-3904.8022,-3918.6384,-3909.2964,-3927.6802,-3890.701,-3712.9
-4495.236,-4494.9053,-4495.123,-4495.086,-4495.162,-3918.9504,-3881.6775,-3895.4172,-3900.264,-3904.7778,-3914.1033,-3895.5305,-3904.9639,-3886.3684,-3900.1008,-3890.9912,-3918.6885,-3867.7537,-3858.1492,-3881.4253,-3867.665,-3900.0278,-3890.7075,-3890.5398,-3872.1055,-3745.3203
-4509.864,-4509.5303,-4509.779,-4509.718,-4509.79,-3900.3547,-3890.881,-3886.0908,-3914.1106,-3895.4314,-3890.8481,-3904.7568,-3891.0098,-3895.564,-3918.574,-3895.5713,-3904.7344,-3876.9243,-3881.2273,-3881.3096,-3895.3806,-3895.2913,-3895.2527,-3899.736,-3876.6436,-3731.3555
-4514.699,-4514.375,-4514.643,-4509.6553,-4504.8706,-3923.4666,-3876.9023,-3876.7646,-3886.2654,-3900.0156,-3881.504,-3895.4297,-3909.475,-3909.412,-3918.4985,-3886.2297,-3913.9478,-3881.4922,-3857.982,-3867.355,-3881.4087,-3885.954,-3895.1843,-3890.395,-3890.4758,-3726.6863
-4446.1655,-4436.059,-4446.111,-4446.004,-4426.5376,-3886.3237,-3886.1033,-3867.4612,-3886.1895,-3890.6685,-3881.4216,-3900.013,-3904.7712,-3881.5022,-3904.5212,-3904.686,-3909.263,-3881.4087,-3857.901,-3876.5505,-3909.1575,-3885.8843,-3918.3027,-3904.249,-3895.05,-3717.3213
-4421.6265,-4401.7285,-4421.594,-4421.479,-4406.902,-3923.3281,-3909.2004,-3895.2122,-3927.8218,-3895.2314,-3899.877,-3909.2166,-3937.1426,-3923.1565,-3913.7212,-3923.155,-3918.4722,-3923.0537,-3904.1897,-3899.651,-3927.6296,-3899.7205,-3941.423,-3936.625,-3932.0647,-3652.3208
-4416.6357,-4396.743,-4416.616,-4416.5234,-4397.02,-3951.0657,-3927.6814,-3927.6064,-3923.11,-3932.256,-3904.4287,-3904.5134,-3955.6047,-3909.1611,-3913.6672,-3960.1685,-3960.1375,-3955.4443,-3913.3987,-3894.9536,-3913.6685,-3927.474,-3964.5527,-3969.0203,-3936.6348,-3680.1084
-4387.2305,-4362.4463,-4387.2007,-4387.1084,-4367.6294,-3941.735,-3946.1667,-3969.2883,-3964.7837,-3950.7542,-3950.7175,-3941.537,-3964.8018,-3955.4653,-3964.6055,-3955.4634,-3960.0852,-3960.0176,-3936.52,-3931.9685,-3941.4204,-3936.6814,-3945.953,-3968.9639,-3945.8638,-3717.1633
-4284.466,-4264.5566,-4289.3096,-4289.205,-4274.647,-3983.4111,-3987.8389,-3978.5112,-4001.8281,-4001.7046,-3978.4763,-3997.125,-4011.11,-3997.139,-4006.2825,-3969.318,-4001.7666,-3978.5315,-3973.5667,-3978.2788,-3983.0852,-3973.6921,-4001.5222,-3987.4622,-3982.9148,-3717.145
-4230.6064,-4215.589,-4230.571,-4235.344,-4225.6743,-4052.9158,-4029.5325,-4038.7375,-4062.0708,-4066.5935,-4066.525,-4066.6287,-4034.2258,-4062.0093,-4066.5242,-4024.8916,-4071.275,-4034.126,-4019.888,-4047.7861,-4066.501,-4006.1018,-4043.224,-4024.5212,-4038.533,-3833.0574
-4240.338,-4205.7485,-4230.515,-4235.28,-4210.932,-4117.79,-4112.963,-4108.25,-4117.6924,-4108.2812,-4103.5815,-4122.22,-4122.274,-4117.621,-4108.217,-4099.0576,-4126.878,-4099.0303,-4084.7615,-4103.4014,-4122.107,-4089.5356,-4112.7363,-4107.9473,-4121.9653,-3823.751
-4181.5464,-4176.333,-4196.195,-4191.1855,-4166.816,-4113.119,-4112.9434,-4112.851,-4117.648,-4108.259,-4117.4478,-4117.558,-4117.5996,-4099.0464,-4112.8066,-4122.2,-4122.2188,-4112.8975,-4094,-4080.2078,-4089.6152,-4098.758,-4108.059,-4107.9243,-4103.3706,-3856.231
-4147.2485,-4146.9404,-4147.212,-4147.0986,-4142.303,-4117.738,-4108.2964,-4122.1245,-4122.2905,-4117.538,-4117.432,-4126.818,-4122.221,-4112.937,-4112.815,-4126.7983,-4126.862,-4108.2803,-4093.9995,-4112.625,-4112.7583,-4131.179,-4140.4683,-4144.9937,-4121.8975,-3879.4219
-4142.2847,-4137.1035,-4142.2617,-4142.1494,-4127.555,-4066.7024,-4057.2976,-4071.1033,-4066.6472,-4071.172,-4061.7795,-4066.551,-4057.311,-4061.9255,-4057.1628,-4071.151,-4061.951,-4057.265,-4042.9834,-4043.0732,-4061.7454,-4056.981,-4075.5527,-4093.974,-4061.6064,-3870.0894
-4127.5625,-4112.596,-4122.626,-4127.4243,-4127.503,-4103.746,-4094.3362,-4084.9763,-4089.7695,-4089.6755,-4084.8894,-4085.0583,-4098.973,-4089.6865,-4075.6606,-4098.9443,-4112.898,-4089.657,-4093.9075,-4066.2046,-4080.232,-4098.641,-4103.3276,-4107.813,-4093.9897,-3907.141
-4127.473,-4127.2124,-4132.3447,-4132.2183,-4132.324,-4043.4116,-4020.1204,-4006.1147,-4034.0962,-3996.936,-4019.9524,-4020.1147,-4047.9443,-4006.2117,-4010.7454,-4043.249,-4061.8652,-4029.3547,-4033.594,-4010.5513,-4019.9333,-4024.4214,-4061.5464,-4084.564,-4056.8105,-3814.299
-4137.189,-4127.129,-4132.2876,-4137.048,-4132.248,-4080.4348,-4066.4287,-4052.3967,-4066.502,-4066.393,-4066.2427,-4052.5125,-4084.9473,-4057.1602,-4052.4128,-4071.0186,-4089.6213,-4080.2883,-4065.9949,-4052.2122,-4061.5935,-4052.1848,-4103.217,-4112.3174,-4079.9148,-3828.151
-4122.4443,-4122.172,-4117.5586,-4117.42,-4127.2983,-4112.922,-4117.4424,-4089.5295,-4112.887,-4108.137,-4108.003,-4103.55,-4126.6895,-4103.5454,-4108.0825,-4108.161,-4112.8335,-4103.4746,-4121.637,-4093.984,-4117.261,-4103.1997,-4154.222,-4144.8013,-4140.2085,-3907.018
-4112.5693,-4112.3037,-4112.597,-4107.5654,-4112.556,-4149.9897,-4163.8193,-4159.07,-4159.222,-4163.761,-4140.4565,-4149.933,-4173.043,-4140.653,-4140.545,-4168.433,-4154.564,-4154.4937,-4149.465,-4131.0728,-4145.0894,-4149.54,-4172.8,-4191.152,-4191.192,-3920.956
-4073.3357,-4077.9746,-4073.397,-4078.1326,-4078.226,-4312.217,-4307.523,-4316.6724,-4316.82,-4312.08,-4279.529,-4275.102,-4316.75,-4284.3667,-4274.987,-4316.778,-4307.554,-4284.3066,-4293.1855,-4288.688,-4279.527,-4307.1484,-4316.5195,-4307.052,-4302.476,-4097.1763
-4058.5825,-4058.346,-4053.73,-4063.3682,-4053.686,-4335.318,-4335.273,-4316.651,-4307.478,-4330.589,-4330.452,-4316.762,-4344.478,-4307.4697,-4311.996,-4321.397,-4312.1294,-4325.943,-4330.1787,-4302.506,-4302.6514,-4344.2,-4344.2944,-4357.999,-4330.2344,-4111.0254
-4053.6213,-4038.7285,-4058.561,-4053.5176,-4053.626,-4372.3193,-4363.0083,-4349.02,-4353.772,-4362.9487,-4362.841,-4325.94,-4353.6787,-4363.048,-4362.922,-4349.138,-4344.5063,-4344.4233,-4348.668,-4353.405,-4348.9243,-4344.128,-4367.4004,-4390.3794,-4357.949,-4078.4453
-4043.7844,-4048.4478,-4048.713,-4043.6675,-4038.9102,-4260.9277,-4270.187,-4256.1934,-4270.222,-4270.1235,-4283.9014,-4260.9526,-4270.1167,-4247.061,-4288.649,-4279.503,-4265.5923,-4297.9463,-4265.079,-4242.028,-4260.725,-4251.2935,-4302.378,-4302.1665,-4265.114,-4059.8315
-4009.4646,-3994.563,-4009.516,-3999.5732,-3989.9238,-4205.238,-4223.775,-4205.1543,-4200.629,-4205.183,-4214.3145,-4200.6436,-4232.9844,-4205.2915,-4223.691,-4228.437,-4209.8984,-4223.6973,-4214.026,-4204.884,-4214.3257,-4200.2446,-4265.223,-4223.3076,-4209.425,-4078.3564
-3989.8364,-3994.5298,-3994.7864,-3989.729,-3980.0718,-4219.052,-4228.3247,-4195.793,-4181.981,-4195.8267,-4214.21,-4172.741,-4223.6216,-4182.0225,-4200.4336,-4223.695,-4200.536,-4218.964,-4204.6567,-4163.0605,-4204.949,-4176.961,-4223.3804,-4264.949,-4195.438,-4050.4333
-3940.836,-3955.3464,-3955.5913,-3950.5122,-3931.073,-4177.206,-4172.5747,-4126.1475,-4140.156,-4158.63,-4158.4575,-4149.482,-4172.5146,-4158.7524,-4167.9033,-4181.8857,-4172.6235,-4167.84,-4204.569,-4139.7925,-4144.568,-4153.6953,-4186.1953,-4204.596,-4162.8955,-3966.8342
-3886.9314,-3891.6853,-3891.9087,-3881.9558,-3882.0635,-4102.9575,-4126.1587,-4102.8945,-4102.9917,-4112.213,-4112.0225,-4107.699,-4088.9685,-4116.9526,-4112.187,-4112.2446,-4107.6475,-4116.767,-4139.5757,-4093.3528,-4107.398,-4093.3677,-4121.1973,-4139.618,-4111.8086,-3976.0425
-3886.874,-3901.4294,-3901.6514,-3886.7998,-3886.896,-4070.4167,-4065.8083,-4061.1074,-4070.4536,-4079.6787,-4070.213,-4070.5325,-4074.9897,-4065.863,-4070.393,-4075.0564,-4089.0083,-4061.0083,-4069.9395,-4051.545,-4060.9458,-4065.4607,-4074.7412,-4074.6223,-4074.6404,-3883.1943
-3886.8428,-3891.6084,-3891.829,-3891.6672,-3886.8599,-4047.151,-4023.999,-4023.9421,-4019.3596,-4037.8728,-4033.0476,-4024.0806,-4033.1538,-4005.501,-4037.874,-4028.61,-4028.64,-4023.8367,-4014.2153,-3991.1833,-4023.7703,-4019.002,-4028.294,-4046.7463,-4023.5625,-3883.1538
-3901.4478,-3906.2334,-3906.459,-3896.4858,-3891.689,-4056.3389,-4033.176,-4014.5967,-4037.8555,-4019.2434,-4037.6047,-4028.6533,-4023.8052,-4010.0615,-4033.1719,-4051.7124,-4023.9111,-4023.7427,-4041.9556,-4014.2935,-4028.326,-4009.6333,-4014.2917,-4032.764,-4004.949,-3887.7236
-3876.929,-3876.8416,-3886.864,-3886.6843,-3886.7598,-4009.8723,-4009.939,-4005.2537,-4005.3157,-4014.5288,-4005.0967,-4014.687,-4028.361,-4009.974,-4014.5647,-4014.5518,-4014.563,-4014.4153,-4037.282,-4004.943,-3991.1628,-4000.293,-4014.2402,-4023.4087,-4000.2542,-3887.6606
-3862.1924,-3857.2244,-3867.235,-3867.0679,-3857.353,-3981.9778,-3977.418,-3977.381,-3982.077,-3977.375,-3972.5908,-3972.8992,-3972.6477,-3968.1628,-3991.3389,-4005.2078,-3963.4917,-3967.985,-3990.856,-3958.5203,-3958.656,-3958.5032,-3986.3574,-3995.5305,-3977.029,-3869.0593
-3803.4146,-3808.2507,-3818.2441,-3813.204,-3798.5728,-3986.5352,-3991.2444,-3968.0166,-3986.6406,-3977.2888,-3991.0496,-3986.719,-3977.2031,-3981.9875,-3977.3533,-3986.581,-3995.857,-3991.0837,-4000.0398,-3976.9763,-3986.3906,-3967.6912,-4004.8342,-4004.7278,-4000.1514,-3845.814
-3681.0088,-3676.0723,-3681.165,-3685.912,-3666.3667,-4014.2815,-4000.4556,-4005.0647,-4000.474,-4009.676,-4014.1792,-4009.844,-4018.8657,-4000.4666,-4000.4944,-4009.6953,-4014.328,-3995.6565,-4013.8894,-4000.092,-4014.1575,-4023.2788,-4014.0547,-4023.2102,-4023.2788,-3887.5283
-3632.0288,-3631.9758,-3637.0786,-3632.0344,-3622.2744,-4023.4514,-4028.194,-4004.975,-4023.562,-4018.8828,-4018.7407,-4023.6648,-4018.7783,-4000.374,-4014.33,-4009.6318,-4023.52,-4009.4648,-4023.0852,-4013.924,-4014.0603,-4013.9277,-4018.6157,-4023.1365,-4013.949,-3906.046
-3636.8752,-3636.8313,-3632.156,-3632.0098,-3627.126,-4004.827,-4009.5833,-3995.6245,-4000.2925,-4000.2686,-4009.406,-4000.3972,-3990.8694,-4014.225,-4009.6333,-4000.2925,-4009.5288,-3995.467,-3995.1897,-3995.2769,-4000.0703,-3999.9592,-4000.0051,-3995.2212,-3999.9695,-3887.4246
-3631.9333,-3636.794,-3637.0225,-3631.9824,-3617.292,-3981.5598,-4000.2305,-3986.2686,-3986.3088,-3990.9307,-3990.7834,-3981.7666,-3976.877,-3990.9436,-3991.0176,-3990.9436,-3995.5283,-3972.189,-3976.5698,-3981.2861,-3972.1487,-3967.421,-3990.657,-3999.7903,-3981.3477,-3901.306
-3612.3267,-3612.2979,-3627.2095,-3617.2832,-3607.482,-3953.6436,-3953.7737,-3939.8052,-3944.4927,-3958.3848,-3958.252,-3949.22,-3935.0522,-3963.0417,-3944.5588,-3939.8394,-3967.6223,-3934.9973,-3939.3816,-3953.3755,-3948.873,-3934.8765,-3930.2764,-3953.3337,-3944.1675,-3840.916
-3626.9463,-3622.0352,-3632.0554,-3617.2214,-3617.2188,-3953.578,-3953.7078,-3948.9912,-3939.7703,-3949.044,-3958.187,-3944.5112,-3944.2463,-3939.7612,-3953.749,-3935.1333,-3944.3503,-3930.297,-3948.577,-3939.3782,-3939.5037,-3953.3657,-3944.1167,-3939.35,-3939.4468,-3780.5083
-3646.4712,-3656.2554,-3656.478,-3636.7468,-3646.5337,-3995.2566,-4004.644,-3995.3022,-3990.7148,-3972.1575,-3999.8616,-3981.549,-3976.6462,-3981.4417,-3990.782,-4000.0217,-3981.405,-3976.6064,-3976.35,-3971.7861,-3971.9065,-3990.4055,-3985.793,-3994.9602,-3985.7778,-3868.6418
-3670.899,-3666.0093,-3666.2197,-3661.1597,-3661.18,-3958.0671,-3967.4546,-3953.4805,-3967.4282,-3944.2407,-3967.3198,-3958.2898,-3958.0098,-3967.4473,-3962.8677,-3962.8374,-3962.7686,-3962.6116,-3957.717,-3943.8682,-3957.8972,-3962.4888,-3957.8735,-3962.4087,-3962.4917,-3854.7026
-3656.1812,-3661.083,-3666.1658,-3661.1392,-3656.2266,-3958.0222,-3967.4126,-3948.7964,-3958.0874,-3962.7495,-3957.9902,-3948.9783,-3953.3162,-3967.421,-3939.6157,-3953.518,-3962.724,-3957.9272,-3948.3982,-3943.8286,-3948.5645,-3939.2397,-3957.8232,-3943.7908,-3929.9639,-3812.8594
-3651.258,-3670.8613,-3656.3496,-3661.1094,-3651.3003,-3897.651,-3893.1338,-3883.7917,-3906.9753,-3897.7444,-3911.5356,-3897.887,-3888.293,-3907.0574,-3902.4302,-3907.0728,-3906.9897,-3888.2834,-3901.936,-3888.088,-3902.119,-3892.7815,-3902.0828,-3897.3508,-3888.1472,-3761.7556
-3616.947,-3631.6572,-3631.8506,-3631.6714,-3621.8887,-3860.488,-3855.98,-3851.276,-3851.234,-3851.3093,-3837.257,-3837.5435,-3832.5725,-3851.3586,-3837.4365,-3832.7747,-3851.275,-3837.2068,-3836.937,-3855.569,-3851.043,-3841.6912,-3837.0806,-3846.2725,-3846.3442,-3701.389
-3626.7007,-3631.6313,-3631.817,-3626.7734,-3626.7383,-3790.8142,-3804.8916,-3795.5486,-3795.4958,-3795.5813,-3795.4524,-3800.373,-3786.1094,-3800.2673,-3800.2634,-3800.251,-3786.275,-3795.397,-3795.1272,-3795.2068,-3795.3098,-3795.2397,-3790.631,-3799.8218,-3790.6118,-3650.2966
-3651.1455,-3636.5068,-3661.1528,-3641.4272,-3636.491,-3786.1143,-3781.6223,-3772.2993,-3772.2283,-3772.3079,-3772.209,-3767.829,-3781.4084,-3777.0093,-3781.6553,-3781.637,-3776.9487,-3772.1501,-3771.8904,-3771.9634,-3772.061,-3762.7036,-3767.3862,-3771.9219,-3772.0024,-3566.7083
